Title,Review
Good choice,nice phone avg quality camera but have  good night mode in camera battery goodbut doesn't support full 1080p displayhonor phones provide better value for money at this price range but for better servicing go with samsungREAD MORE
Terrific,Phone is very excellent best of camera of Samsung but  battery backup is not good and trusted of India Samsung most of features provided Samsung I like this HD plus display it's also what price is high because Samsung is not give full HD plus display soREAD MORE
Super!,one week down the line and so far so good. Bought it in EMI'S.  PRODUCT works well n is well worth its price. a robust device.READ MORE
Brilliant,"I like this product, so nice... good camera good battery back up, what I need I found there. and thanx to flipkart for very fast delivery.READ MORE"
Does the job,"Good Point-1. Camera Quality is Very Good.2. Battery Performance Good but Not Very Good.3. Looks Very Stylish.4. Awesome Amoled Screen.5. Nice Fingerprint Sensor.6. Dedicated MicroSD Slot.7. Provide Headphone.Bad Point-1. Processor Low.2. Sound Quality Low, I Can't hear Ringtone in a Busy Place.3. Lack of Sensors.4. Face Unlock Security System Normal.READ MORE"
Nice,overall phone was good in this price range battery performance stunning camera quality was overall good There is feature of music camera which not found.Auto brightness and slow motion camera feature not found.Overall good in this price rangeREAD MORE
Just wow!,what to say about this mobile totally speechless....Camera is just awesome loaded with lots of features...when it comes to display I believe this is the best a human can get...very user friendly user interface....battery will last at least one day...Sam k Sang dil me umang??. thanks flipcartREAD MORE
Worth the money,Everything in this mobile is fine but it's battery backup is not as good and there is no notification LED light in this mobile .READ MORE
Excellent,"Phone is good and handy.. with those Samsung apps and new ui it's hazel free to use.. led notification light could have been given..  other than that no issues.. Note: I am a Samsung fan this phone may not be appealing to the Chinese mobile lover's.. or for those who expect (mixy, grinder stuff's in this budget)READ MORE"
Nice product,mobile is good camera also good not very good but its good. but delivery is not goodREAD MORE
Worth every penny,Very good product. Specially the Battery backup and net connectivity. Cameras are good but not so good like J8. Display is also good but not so cool like J8.Overall a very good product.READ MORE
Fabulous!,"Display Resolution is not Good only 274 PPI with super amoled display, rear & front camera's are quite good ,Decent battery backup ,Over all Good mobile ,Just Go for Buy ...!!!READ MORE"
Must buy!,"Best product in this price by samsung. Thanks to flipkart for fast delivery. Recieved genuine, unused, untouched, seal packed phone. Flipkart is trustable for purchases. It gained my trust.READ MORE"
Great product,very good product but camera is not so good. and colur quality is not so good as like old samsung mobile.READ MORE
Delightful,"- The main highlight of this phone is its camera which is very good. - Battery life is quite decent. - Colors look so bright & sharp. - face recognition & fingerprint sensor works perfectly. - Many inbuilt functions which are good.  -The resolution is HD+ so you only can watch videos till 720p, even though having super amoled screen sometimes not having full Hd still revolves in your head. - It does not have the LED notification which is ridiculous, you are paying 17k for this phone and still...READ MORE"
Value-for-money,Nice phone to have like on 8 and nice product given by flipkart with fast delivery.READ MORE
Simply awesome,great mobile genuine product delivery is fast and very good function u know best is camera and battery no full hd display but super amoled display is better den full hd really dont buy note 5 proREAD MORE
Good choice,"Nice look,atlst a good work from samsing in budget range.I am using for abot 5 days.....till now the things are good.READ MORE"
Mind-blowing purchase,great mobile and great service by flipkart and all team. Flipkart is best in products and fastest delivery. Thanku all team of flipkartREAD MORE
Highly recommended,Wow wow wow best phone in its class worth for money. thank u glipkart n samsungREAD MORE
Awesome,"Brilliant smartphone in this price range by Samsung. Awesome camera,Great display and much more. Thanks Flipkart for fast and secure delivery.READ MORE"
Good quality product,"Excellent phone. Camera is awesome. Its does not support Full HD but that is fine somehow... Display quality is Good, multitasking is excellent.Those who are looking for Samsung option then go for it, as its my first Samsung phone and I am Happy with it.READ MORE"
Value-for-money,"Amazing phone with brilliant display and camera. Only con is that the ambient light sensor is missing. If you're willing to part with it, it's a brilliant phone. After a few days of usage I can say it's a beast. Battery lasts 2 days in normal usage. No heating issues after a few mins of playing games. It has the same specs as J8. So if you're planning to buy J8 go for on8 since it is less expensive than j8.READ MORE"
